1599727851513::TouchData - Username: TEST-1; time_ms: 1599727850164; event: Move; X: 1300.0; Y: 996.695; Pressure: 0.425; Area: 0.11764706; TouchID: 4

1599727851515::TouchData - Username: TEST-1; time_ms: 1599727850166; event: Up; X: 1300.0; Y: 996.695; Pressure: 0.425; Area: 0.11764706; TouchID: 4

1599727851517::TouchData - Username: TEST-1; time_ms: 1599727851096; event: Down; X: 1165.0; Y: 1905.0; Pressure: 0.575; Area: 0.11764706; TouchID: 5

1599727851519::TouchData - Username: TEST-1; time_ms: 1599727851130; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.625; Area: 0.11764706; TouchID: 5

1599727851520::TouchData - Username: TEST-1; time_ms: 1599727851131; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.65000004; Area: 0.11764706; TouchID: 5

1599727851523::TouchData - Username: TEST-1; time_ms: 1599727851131; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.65000004; Area: 0.11764706; TouchID: 5

1599727851525::TouchData - Username: TEST-1; time_ms: 1599727851147; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.6625; Area: 0.11764706; TouchID: 5

1599727851527::TouchData - Username: TEST-1; time_ms: 1599727851147; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.6875; Area: 0.11764706; TouchID: 5

1599727851529::TouchData - Username: TEST-1; time_ms: 1599727851147; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.6875; Area: 0.11764706; TouchID: 5

1599727851531::TouchData - Username: TEST-1; time_ms: 1599727851164; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.71250004; Area: 0.11764706; TouchID: 5

1599727851533::TouchData - Username: TEST-1; time_ms: 1599727851164; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.75; Area: 0.11764706; TouchID: 5

1599727851534::TouchData - Username: TEST-1; time_ms: 1599727851164; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.75; Area: 0.11764706; TouchID: 5

1599727851537::TouchData - Username: TEST-1; time_ms: 1599727851181; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.7625; Area: 0.11764706; TouchID: 5

1599727851538::TouchData - Username: TEST-1; time_ms: 1599727851181; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.77500004; Area: 0.11764706; TouchID: 5

1599727851540::TouchData - Username: TEST-1; time_ms: 1599727851181; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.77500004; Area: 0.11764706; TouchID: 5

1599727851542::TouchData - Username: TEST-1; time_ms: 1599727851197; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.7875; Area: 0.11764706; TouchID: 5

1599727851544::TouchData - Username: TEST-1; time_ms: 1599727851198; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8; Area: 0.11764706; TouchID: 5

